entity_id,name,tier,county,website,email,phone,notes
sd-lakewood-ranch-community-development-district-2,Lakewood Ranch Community Development District 2,special_district,Manatee,https://www.lakewoodranchgov.org/x-CDDn.php?number=2,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-lakewood-ranch-community-development-district-4,Lakewood Ranch Community Development District 4,special_district,Manatee,https://www.lakewoodranchgov.org/x-CDDn.php?number=4,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-lakewood-ranch-community-development-district-5,Lakewood Ranch Community Development District 5,special_district,Manatee,https://www.lakewoodranchgov.org/x-CDDn.php?number=5,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-lakewood-ranch-community-development-district-6,Lakewood Ranch Community Development District 6,special_district,Manatee,https://www.lakewoodranchgov.org/x-CDDn.php?number=6,acohen@swflgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-lakewood-ranch-stewardship-district,Lakewood Ranch Stewardship District,special_district,"Manatee, Sarasota",https://lakewoodranchstewardship.com,gaarlandtj@pfm.com,(407) 723-5900,purpose=Infrastructure Development; independent; lga=Multi
sd-landings-at-miami-community-development-district,Landings at Miami Community Development District,special_district,Miami-Dade,https://www.landingsatmiamicdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-landings-community-development-district,Landings Community Development District,special_district,Flagler,https://landingscdd.com,michael3@legalteamforlife.com,(386) 445-8900,purpose=Community Development; independent; lga=City of Palm Coast
sd-landmark-at-doral-community-development-district,Landmark at Doral Community Development District,special_district,Miami-Dade,https://www.landmarkatdoralcdd.net,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Doral
sd-langley-south-community-development-district,Langley South Community Development District,special_district,Lake,https://langleysouthcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Mascotte
sd-largo-community-redevelopment-agency,Largo Community Redevelopment Agency,special_district,Pinellas,https://www.largo.com/redevelopment,ctillett@largo.com,(727) 588-1673,purpose=Community Redevelopment; dependent; lga=City of Largo
sd-lauderdale-isles-water-management-district,Lauderdale Isles Water Management District,special_district,Broward,https://www.LIWMD.org,grames@liwmd.org,(954) 828-5000,purpose=Drainage and/or Water Control; dependent; lga=City of Fort Lauderdale
sd-lauderdale-lakes-community-redevelopment-agency,Lauderdale Lakes Community Redevelopment Agency,special_district,Broward,https://www.lauderdalelakes.org/517/Community-Redevelopment-Agency,celestined@lauderdalelakes.org,(954) 535-2491,purpose=Community Redevelopment; dependent; lga=City of Lauderdale Lakes
sd-lauderhill-housing-authority,Lauderhill Housing Authority,special_district,Broward,https://www.lauderhillha.com,mrjohnson@lauderhillha.com,(754) 229-3800,purpose=Housing Authority; dependent; lga=City of Lauderhill
sd-laurel-road-community-development-district,Laurel Road Community Development District,special_district,Sarasota,https://LaurelRoadCDD.com,carvalhov@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=City of Venice
sd-lawson-dunes-community-development-district,Lawson Dunes Community Development District,special_district,Polk,https://www.LawsonDunesCDD.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Haines City
sd-le-jeune-gardens-community-development-district,Le Jeune Gardens Community Development District,special_district,Miami-Dade,https://lejeunegardenscdd.com,waldenj@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Miami-Dade County
sd-lealman-special-fire-control-district,Lealman Special Fire Control District,special_district,Pinellas,https://www.lealmanfire.com,graham@lealmanfire.com,,purpose=Fire Control and Rescue; independent; lga=Pinellas County
sd-lecanto-preserve-community-development-district,Lecanto Preserve Community Development District,special_district,Citrus,https://www.lecantopreservecdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Citrus County
sd-lee-county-educational-facilities-authority,Lee County Educational Facilities Authority,special_district,Lee,https://www.leegov.com/economicdevelopment/efa,thart@knott-law.com,(239) 334-1446,purpose=Higher Educational Facilities Financing; dependent; lga=Lee County
sd-lee-county-housing-authority,Lee County Housing Authority,special_district,Lee,https://www.LeeCountyHA.Org,marcus@lchauthority.org,(239) 997-6688,purpose=Housing Authority; independent; lga=Lee County
sd-lee-county-hyacinth-control-district,Lee County Hyacinth Control District,special_district,Lee,https://www.leecountyhcdfl.gov,oneill@lcmcd.org,(239) 694-2174,purpose=Aquatic Weed Control; independent; lga=Lee County
sd-lee-county-industrial-development-authority,Lee County Industrial Development Authority,special_district,Lee,https://www.leecoida.com,thart@knott-law.com,(239) 334-1446,purpose=Industrial Development; dependent; lga=Lee County
sd-lee-county-mosquito-control-district,Lee County Mosquito Control District,special_district,Lee,https://www.leecountymcdfl.gov,oneill@lcmcd.org,(239) 694-2174,purpose=Mosquito Control; independent; lga=Lee County
sd-lee-county-port-authority,Lee County Port Authority,special_district,Lee,https://www.flylcpa.com,schennigan@flylcpa.com,(239) 590-4800,"purpose=Airports / Air Navigation Facilities, Port Facilities; dependent; lga=Lee County"
sd-legacy-palm-drive-community-development-district,Legacy Palm Drive Community Development District,special_district,Miami-Dade,https://www.LegacyPalmDriveCDD.org,mpawelczyk@billingcochran.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-legends-bay-community-development-district,Legends Bay Community Development District,special_district,Manatee,https://www.legendsbaycdd.org,ripollv@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Manatee County
sd-lehigh-acres-fire-control-and-rescue-district,Lehigh Acres Fire Control and Rescue District,special_district,Lee,https://www.lehighfd.com,anita.kressel@lehighfd.com,(239) 303-5300,purpose=Fire Control and Rescue; independent; lga=Lee County
sd-lehigh-acres-municipal-services-improvement-district,Lehigh Acres Municipal Services Improvement District,special_district,"Hendry, Lee",https://www.la-msid.com,,(239) 368-0044,purpose=Municipal-Type Services and Improvements; independent; lga=Multi
sd-lely-community-development-district,Lely Community Development District,special_district,Collier,https://www.lelycdd.com,apires@wpl-legal.com,(239) 649-6555,purpose=Community Development; independent; lga=Collier County
sd-leomas-landing-community-development-district,Leomas Landing Community Development District,special_district,Polk,https://leomascdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=City of Lake Wales
sd-leon-county-educational-facilities-authority,Leon County Educational Facilities Authority,special_district,Leon,https://www2.leoncountyfl.gov/Committees/Committees/Committee/1098,lcefa9@gmail.com,(850) 841-9122,purpose=Higher Educational Facilities Financing; dependent; lga=Leon County
sd-leon-county-housing-finance-authority,Leon County Housing Finance Authority,special_district,Leon,https://www.leoncountyhfa.com,mark@thehendricksoncompany.com,(850) 606-1900,purpose=Housing Finance; dependent; lga=Leon County
sd-leon-county-research-and-development-authority,Leon County Research and Development Authority,special_district,Leon,https://www.Innovation-Park.com,amarkos@inn-park.com,,purpose=Research and Development; dependent; lga=Leon County
sd-leon-soil-and-water-conservation-district,Leon Soil and Water Conservation District,special_district,Leon,https://leonswcd.org,leon.swcd@gmail.com,(850) 766-3217,purpose=Soil and Water Conservation; independent; lga=Leon County
sd-levy-soil-and-water-conservation-district,Levy Soil and Water Conservation District,special_district,Levy,https://levysoilandwater.org,myswcd@outlook.com,(352) 317-1040,purpose=Soil and Water Conservation; independent; lga=Levy County
sd-lexington-community-development-district,Lexington Community Development District,special_district,Manatee,https://lexingtoncdd.org,mmooney@flgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Manatee County
sd-lexington-oaks-community-development-district,Lexington Oaks Community Development District,special_district,Pasco,https://www.lexingtonoakscdd.org,vbabbar@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Pasco County
sd-liberty-cove-community-development-district,Liberty Cove Community Development District,special_district,Nassau,https://LibertyCoveCDD.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Nassau County
sd-liberty-fire-district,Liberty Fire District,special_district,Walton,https://libertyfiredistrictfl.gov,info@libertyfiredistrictfl.gov,(850) 892-5833,purpose=Fire Control and Rescue; independent; lga=Walton County
sd-lighthouse-community-development-district,Lighthouse Community Development District,special_district,Flagler,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Palm Coast
sd-lincoln-road-business-improvement-district,Lincoln Road Business Improvement District,special_district,Miami-Dade,https://www.lincolnrd.com/lrbid,natalie@lincolnrd.com,(305) 600-0219,purpose=Business Improvement; independent; lga=City of Miami Beach
sd-live-oak-housing-authority,Live Oak Housing Authority,special_district,Suwannee,https://liveoakha.org,administration@liveoakha.org,(386) 362-2123,purpose=Housing Authority; dependent; lga=City of Live Oak
sd-live-oak-lake-community-development-district,Live Oak Lake Community Development District,special_district,Osceola,https://www.liveoaklakecdd.org,sarah.sandy@kutakrock.com,(850) 556-5947,purpose=Community Development; independent; lga=Osceola County
sd-live-oak-no-1-community-development-district,Live Oak No. 1 Community Development District,special_district,Hillsborough,https://www.liveoakno1cdd.com,trobin@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-live-oak-no-2-community-development-district,Live Oak No. 2 Community Development District,special_district,Hillsborough,https://www.liveoakno2cdd.com,trobin@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-live-oak-suwannee-county-recreation-board,Live Oak-Suwannee County Recreation Board,special_district,Suwannee,http://Duebytheendofthefirstfullfiscalyearaftercreation.,arosner@suwanneeparks.com,(386) 362-3004,purpose=Recreational Facilities / Programs; dependent; lga=Suwannee County and City of Live Oak
sd-logan-gate-village-special-dependent-district,Logan Gate Village Special Dependent District,special_district,Hillsborough,https://LoganGateVillage.mydistrictwebsite.com,dbraswell@artemislifestyles.com,,purpose=Neighborhood Enhancement; dependent; lga=Hillsborough County
sd-long-lake-ranch-community-development-district,Long Lake Ranch Community Development District,special_district,Pasco,https://longlakeranchcdd.org,sarah.sandy@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Pasco County
sd-long-lake-reserve-community-development-district,Long Lake Reserve Community Development District,special_district,Pasco,https://longlakecdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Pasco County
sd-longboat-key-bayside-district,Longboat Key Bayside District,special_district,"Manatee, Sarasota",https://www.longboatkey.org/town-government/special-districts,htipton@longboatkey.org,(941) 316-1999,purpose=Beach and Shore Preservation; dependent; lga=Town of Longboat Key
sd-longboat-key-gulfside-district,Longboat Key Gulfside District,special_district,"Manatee, Sarasota",https://www.longboatkey.org/town-government/special-districts,htipton@longboatkey.org,(941) 316-1999,purpose=Beach and Shore Preservation; dependent; lga=Town of Longboat Key
sd-longboat-key-townwide-canal-maintenance-district,Longboat Key Townwide Canal Maintenance District,special_district,"Manatee, Sarasota",https://www.longboatkey.org/town-government/special-districts/canal-maintenance-special-district,htipton@longboatkey.org,(941) 316-1999,purpose=Inland Navigation and Waterways; dependent; lga=Town of Longboat Key
sd-longleaf-community-development-district,Longleaf Community Development District,special_district,Pasco,https://longleafcommunity.com,brian.lamb@inframark.com,(813) 397-5121,purpose=Community Development; independent; lga=Pasco County
sd-longleaf-pine-community-development-district,Longleaf Pine Community Development District,special_district,St. Johns,http://Duebytheendofthefirstfullfiscalyearaftercreation.,carvalhov@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=St. Johns County
sd-los-cayos-community-development-district,Los Cayos Community Development District,special_district,Miami-Dade,https://loscayoscdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Homestead
sd-loucks-island-community-development-district,Loucks Island Community Development District,special_district,Lake,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Mascotte
sd-lower-florida-keys-hospital-district,Lower Florida Keys Hospital District,special_district,Monroe,https://www.lfkhdb.com,lwfpa@aol.com,(305) 670-2100,purpose=Hospital; independent; lga=Monroe County
sd-lowery-hills-community-development-district,Lowery Hills Community Development District,special_district,Polk,https://loweryhillscdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Lake Alfred
sd-loxahatchee-groves-water-control-district,Loxahatchee Groves Water Control District,special_district,Palm Beach,https://www.loxgroveswcd.org,framaglia@loxahatcheegrovesfl.gov,(561) 793-2418,"purpose=Drainage and/or Water Control, Road Maintenance; dependent; lga=Town of Loxahatchee Groves"
sd-loxahatchee-river-environmental-control-district,Loxahatchee River Environmental Control District,special_district,"Martin, Palm Beach",https://www.loxahatcheeriver.org,kara.peterson@lrecd.org,(561) 747-5700,purpose=Water and/or Wastewater Systems; independent; lga=Multi
sd-lp-community-development-district,LP Community Development District,special_district,Indian River,https://lpcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Indian River County
sd-lt-ranch-community-development-district,LT Ranch Community Development District,special_district,Sarasota,https://LTRanchCDD.org,wardj@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Sarasota County
sd-lt-ranch-south-community-development-district,LT Ranch South Community Development District,special_district,Sarasota,https://www.LTRanchSouthcdd.org,wardj@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=Sarasota County
sd-ltc-ranch-west-residential-community-development-district,LTC Ranch West Residential Community Development District,special_district,St. Lucie,https://www.ltcranchwestcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Port St. Lucie
sd-lucaya-community-development-district,Lucaya Community Development District,special_district,Lee,https://lucayacdd.org,jgreenwood@gms-tampa.com,(813) 344-4844,purpose=Community Development; independent; lga=Lee County
sd-lucerne-park-community-development-district,Lucerne Park Community Development District,special_district,Polk,https://www.LucerneParkCDD.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Winter Haven
sd-lynn-haven-community-redevelopment-agency,Lynn Haven Community Redevelopment Agency,special_district,Bay,https://www.cityoflynnhaven.com,clightfoot@cityoflynnhaven.com,(850) 265-2121,purpose=Community Redevelopment; dependent; lga=City of Lynn Haven
sd-lynwood-community-development-district,Lynwood Community Development District,special_district,Hillsborough,https://lynwoodcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Hillsborough County
sd-macclenny-housing-authority,Macclenny Housing Authority,special_district,Baker,https://machsat.org,ktolin_mha@nefcom.net,(904) 259-6881,purpose=Housing Authority; dependent; lga=City of Macclenny
sd-madeira-community-development-district,Madeira Community Development District,special_district,St. Johns,https://madeiracdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of St. Augustine
sd-madison-community-redevelopment-agency,Madison Community Redevelopment Agency,special_district,Madison,http://Duebytheendofthefirstfullfiscalyearaftercreation.,lee.anne.hall@cityofmadisonfl.com,(850) 973-5081,purpose=Community Redevelopment; dependent; lga=City of Madison
sd-madison-county-health-and-hospital-district,Madison County Health and Hospital District,special_district,Madison,https://www.mcmh.us,pmcgee@mcmh.us,(850) 973-1366,purpose=Hospital; independent; lga=Madison County
sd-madison-county-soil-and-water-conservation-district,Madison County Soil and Water Conservation District,special_district,Madison,https://www.madisonflswcd.com,mswcd@madisonflswcd.com,(850) 869-0337,purpose=Soil and Water Conservation; independent; lga=Madison County
sd-magic-place-community-development-district,Magic Place Community Development District,special_district,Osceola,https://magicplacecdd.com,mark.watts@cobbcole.com,(386) 736-7700,purpose=Community Development; independent; lga=Osceola County
sd-magic-reserve-community-development-district,Magic Reserve Community Development District,special_district,Osceola,https://magicreservecdd.com,mark.watts@cobbcole.com,(386) 736-7700,purpose=Community Development; independent; lga=Osceola County
sd-magnolia-creek-community-development-district,Magnolia Creek Community Development District,special_district,Walton,https://magnoliacreekcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Freeport
sd-magnolia-island-community-development-district,Magnolia Island Community Development District,special_district,Pasco,https://www.magnoliaislandcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Pasco County
sd-magnolia-park-community-development-district,Magnolia Park Community Development District,special_district,Hillsborough,https://www.magnoliaparkcdd.org,tucker.mackie@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Hillsborough County
sd-magnolia-west-community-development-district,Magnolia West Community Development District,special_district,Clay,https://magnoliawestcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Green Cove Springs
sd-mainstreet-at-coconut-creek-community-development-district,MainStreet at Coconut Creek Community Development District,special_district,Broward,https://mainstreetatcoconutcreekcdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Coconut Creek
sd-maitland-downtown-community-redevelopment-agency,Maitland Downtown Community Redevelopment Agency,special_district,Orange,https://www.itsmymaitland.com/197/community-redevelopment-agency,mreggentin@itsmymaitland.com,(407) 539-6221,purpose=Community Redevelopment; dependent; lga=City of Maitland
sd-majorca-isles-community-development-district,Majorca Isles Community Development District,special_district,Miami-Dade,https://www.majorcacdd.com,eric@condo-laws.com,(954) 983-1112,purpose=Community Development; independent; lga=City of Miami Gardens
sd-malabar-springs-community-development-district,Malabar Springs Community Development District,special_district,Brevard,https://malabarspringscdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Palm Bay
sd-manatee-county-housing-authority,Manatee County Housing Authority,special_district,Manatee,https://www.manateehousing.com,willie.calhoun@manateehousing.com,(941) 756-3974,purpose=Housing Authority; independent; lga=Manatee County
sd-manatee-county-mosquito-control-district,Manatee County Mosquito Control District,special_district,Manatee,https://www.manateemosquito.com,christopher.lesser@manateemosquito.com,(941) 981-3895,purpose=Mosquito Control; independent; lga=Manatee County
sd-manatee-county-port-authority,Manatee County Port Authority,special_district,Manatee,https://www.seaportmanatee.com,kevin.vanostenbridge@mymanatee.org,(941) 722-6621,purpose=Port Facilities; dependent; lga=Manatee County
sd-manatee-river-soil-and-water-conservation-district,Manatee River Soil and Water Conservation District,special_district,Manatee,https://www.manateeriverswcd.com,xkp297@aol.com,(941) 907-0011,purpose=Soil and Water Conservation; independent; lga=Manatee County
sd-mandarin-grove-community-development-district,Mandarin Grove Community Development District,special_district,Manatee,https://www.mandaringrovecdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Manatee County
sd-mangrove-point-and-mangrove-manor-community-development-district,Mangrove Point and Mangrove Manor Community Development District,special_district,Hillsborough,https://mangrovepointandmangrovemanorcdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Hillsborough County
sd-manors-of-inverrary-safe-neighborhood-improvement-district,Manors of Inverrary Safe Neighborhood Improvement District,special_district,Broward,http://Duebytheendofthefirstfullfiscalyearaftercreation.,alfreda@cowardlaw.com,(954) 722-0836,purpose=Neighborhood Improvement - Local Gov.; dependent; lga=City of Lauderhill
sd-maple-ridge-community-development-district,Maple Ridge Community Development District,special_district,Broward,https://mapleridgecdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Hollywood
sd-margate-community-redevelopment-agency,Margate Community Redevelopment Agency,special_district,Broward,https://www.margatefl.com/cra,acaggiano@margatefl.com,(954) 972-6454,purpose=Community Redevelopment; dependent; lga=City of Margate
sd-marianna-health-and-rehabilitation-center,Marianna Health and Rehabilitation Center,special_district,Jackson,https://www.mhrc.care,mgay@mhrc.com,(850) 482-8091,purpose=Nursing Home; dependent; lga=City of Marianna
sd-marianna-housing-authority,Marianna Housing Authority,special_district,Jackson,https://www.mariannahousingauthority.com,mariannahousing@embarqmail.com,(850) 482-3512,purpose=Housing Authority; dependent; lga=City of Marianna
sd-marianna-municipal-airport-development-authority,Marianna Municipal Airport Development Authority,special_district,Jackson,https://www.mariannafl.city,wlong@mariannafl.city,(850) 482-4353,purpose=Airports / Air Navigation Facilities; dependent; lga=City of Marianna
sd-marion-county-community-redevelopment-agency,Marion County Community Redevelopment Agency,special_district,Marion,https://www.marionfl.org/government/departments-facilities-offices/growth-services/community-redevelopment-areas/community-redevelopment-area-agency-board,mounir.bouyounes@marionfl.org,(352) 438-2300,purpose=Community Redevelopment; dependent; lga=Marion County
sd-marion-county-hospital-district,Marion County Hospital District,special_district,Marion,https://www.mchdt.org,rbatsel@lawyersocala.com,(352) 579-1290,purpose=Hospital - Lease Oversight; dependent; lga=Marion County
sd-marion-county-housing-finance-authority,Marion County Housing Finance Authority,special_district,Marion,https://www.marionfl.org/government/departments-facilities-offices/community-services/housing-finance-authority-of-marion-county,keithf@hfamc.org,(352) 322-1987,purpose=Housing Finance; dependent; lga=Marion County
sd-marion-county-industrial-development-authority,Marion County Industrial Development Authority,special_district,Marion,https://www.marioncountyida.org,kevin@ocalacep.com,(352) 629-8051,purpose=Industrial Development; dependent; lga=Marion County
sd-marion-county-utility-authority,Marion County Utility Authority,special_district,Marion,https://www.marioncountyfl.org/departments-agencies/departments-o-z/utilities/marion-county-utility-authority,mounir.bouyounes@marioncountyfl.org,(352) 438-2300,purpose=Utility Systems / Services; dependent; lga=Marion County
sd-marion-ranch-community-development-district,Marion Ranch Community Development District,special_district,Marion,https://www.MarionRanchcdd.org,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Marion County
sd-marion-soil-and-water-conservation-district,Marion Soil and Water Conservation District,special_district,Marion,https://www.marionswcdfl.gov,ann.bishop@marionfl.org,(352) 438-2475,purpose=Soil and Water Conservation; independent; lga=Marion County
sd-marsh-harbour-community-development-district,Marsh Harbour Community Development District,special_district,Palm Beach,https://www.marshharbourcdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Riviera Beach
sd-marshall-creek-community-development-district,Marshall Creek Community Development District,special_district,St. Johns,https://www.marshallcreekcdd.com,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=St. Johns County
sd-martin-county-community-redevelopment-agency,Martin County Community Redevelopment Agency,special_district,Martin,https://www.martin.fl.us/cra,skores@martin.fl.us,(772) 320-3095,purpose=Community Redevelopment; dependent; lga=Martin County
sd-martin-county-health-facilities-authority,Martin County Health Facilities Authority,special_district,Martin,http://Duebytheendofthefirstfullfiscalyearaftercreation.,jflanigan@nasonyeager.com,(561) 686-3307,purpose=Health Facilities; dependent; lga=Martin County
sd-martin-county-industrial-development-authority,Martin County Industrial Development Authority,special_district,Martin,https://www.bdbmc.org,wcorbin@bdbmc.org,(772) 221-1380,purpose=Industrial Development; dependent; lga=Martin County
sd-matlacha-pine-island-fire-control-district,Matlacha / Pine Island Fire Control District,special_district,Lee,https://www.pineislandfire.org,admin@pineislandfire.org,(239) 283-0030,purpose=Fire Control and Rescue; independent; lga=Lee County
sd-mayfair-community-development-district-brevard-county,Mayfair Community Development District (Brevard County),special_district,Brevard,https://www.mayfaircdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Melbourne
sd-mccarty-s-choice-community-development-district,McCarty's Choice Community Development District,special_district,St. Lucie,https://mccartyschoicecdd.com,jburns@gmscfl.com,,purpose=Community Development; independent; lga=City  of Port St. Lucie
sd-mcjunkin-at-parkland-community-development-district,McJunkin at Parkland Community Development District,special_district,Broward,https://McJunkinCDD.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Parkland
sd-mckendree-pointe-community-development-district,McKendree Pointe Community Development District,special_district,Pasco,http://Duebytheendofthefirstfullfiscalyearaftercreation.,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Pasco County
sd-meadow-pines-community-development-district,Meadow Pines Community Development District,special_district,Broward,https://www.meadowpinescdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Pembroke Pines
sd-meadow-pointe-community-development-district,Meadow Pointe Community Development District,special_district,Pasco,https://meadowpointecdd.com,trobin@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Pasco County
sd-meadow-pointe-ii-community-development-district,Meadow Pointe II Community Development District,special_district,Pasco,https://meadowpointe2cdd.org,jennifer@cddlawyers.com,(850) 508-2335,purpose=Community Development; independent; lga=Pasco County
sd-meadow-pointe-iii-community-development-district,Meadow Pointe III Community Development District,special_district,Pasco,https://www.meadowpointe3cdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Pasco County
sd-meadow-pointe-iv-community-development-district,Meadow Pointe IV Community Development District,special_district,Pasco,https://meadowpointe4cdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Pasco County
sd-meadow-view-at-twin-creeks-community-development-district,Meadow View at Twin Creeks Community Development District,special_district,St. Johns,https://www.meadowviewattwincreekscdd.com,joliver@gmsnf.com,(904) 940-5850,purpose=Community Development; independent; lga=St. Johns County
sd-mediterra-community-development-district,Mediterra Community Development District,special_district,"Lee, Collier",https://mediterracdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Collier County and City of Bonita Springs
sd-mediterranea-community-development-district,Mediterranea Community Development District,special_district,Palm Beach,https://www.mediterraneacdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Riviera Beach
sd-melbourne-airport-authority,Melbourne Airport Authority,special_district,Brevard,https://www.MLBair.com,accountspayable@mlbair.com,(321) 723-6227,purpose=Airports / Air Navigation Facilities; dependent; lga=City of Melbourne
sd-melbourne-downtown-community-redevelopment-agency,Melbourne Downtown Community Redevelopment Agency,special_district,Brevard,https://www.melbourneflorida.org/departments/community-development/community-redevelopment-areas/melbourne-downtown-cra,city.manager@mlbfl.org,(321) 608-7200,purpose=Community Redevelopment; dependent; lga=City of Melbourne
sd-melbourne-housing-authority,Melbourne Housing Authority,special_district,Brevard,https://www.habc.us,mbean@habc.us,(321) 755-1575,purpose=Housing Authority; dependent; lga=City of Melbourne
sd-melbourne-tillman-water-control-district,Melbourne-Tillman Water Control District,special_district,Brevard,https://www.melbournetillman.org,mtwcd@melbournetillman.org,(321) 723-7233,purpose=Drainage and/or Water Control; dependent; lga=Brevard County
sd-merrick-square-community-development-district,Merrick Square Community Development District,special_district,Broward,https://merricksquarecdd.net,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Pembroke Pines
sd-merritt-island-public-library-district,Merritt Island Public Library District,special_district,Brevard,https://mipltd.org,asusanj@brev.org,(321) 455-1369,purpose=Library - Local; independent; lga=Brevard County
sd-merritt-island-redevelopment-agency,Merritt Island Redevelopment Agency,special_district,Brevard,https://mymerrittislandfl.com,larry.lallo@brevardfl.gov,(321) 454-6610,purpose=Community Redevelopment; dependent; lga=Brevard County
sd-metropica-community-development-district,Metropica Community Development District,special_district,Broward,https://MetropicaCDD.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Sunrise
sd-miami-beach-health-facilities-authority,Miami Beach Health Facilities Authority,special_district,Miami-Dade,https://www.miamibeachfl.gov,jasongreene@miamibeachfl.gov,(305) 673-7466,purpose=Health Facilities; dependent; lga=City of Miami Beach
sd-miami-beach-redevelopment-agency,Miami Beach Redevelopment Agency,special_district,Miami-Dade,https://www.miamibeachfl.gov/city-hall/economic-development/redevelopment-agency,stevenanthony@miamibeachfl.gov,(305) 673-7572,purpose=Community Redevelopment; dependent; lga=City of Miami Beach
sd-miami-beach-visitor-and-convention-authority,Miami Beach Visitor and Convention Authority,special_district,Miami-Dade,https://www.miamibeachvca.com,groquemarcos@miamibeachvca.com,(305) 673-7050,purpose=Civic Facilities / Activities / Services; dependent; lga=City of Miami Beach
