source_id,entity_id,name,tier,county,platform,portal_url,api_url,adapter,docs_anon,live_fetch,confidence,notes
mfmp-vip,,MyFloridaMarketPlace Vendor Information Portal (all State of Florida agencies),state,statewide,mfmp_vip,https://vendor.myfloridamarketplace.com/search/bids,https://vendor.myfloridamarketplace.com/mfmp/pub/search/bids,vip,yes,true,verified,Single statewide feed covering all executive-branch state agencies (129 MFMP-registered orgs in vip_orgs.json)
og-seminolefl,co-seminole-county,Seminole County,county,seminole,opengov,https://procurement.opengov.com/portal/seminolefl,https://api.procurement.opengov.com/api/v1/government/seminolefl/project/public,opengov,yes,true,verified,"OpenGov tenant code=seminolefl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 416 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-tampaairport,sd-hillsborough-county-aviation-authority,Tampa International Airport,special_district,hillsborough,opengov,https://procurement.opengov.com/portal/tampaairport,https://api.procurement.opengov.com/api/v1/government/tampaairport/project/public,opengov,yes,true,verified,"OpenGov tenant code=tampaairport. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 58 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-tampa-xway,sd-tampa-hillsborough-county-expressway-authority,Tampa-Hillsborough County Expressway Authority,county,hillsborough,opengov,https://procurement.opengov.com/portal/tampa-xway,https://api.procurement.opengov.com/api/v1/government/tampa-xway/project/public,opengov,yes,true,verified,"OpenGov tenant code=tampa-xway. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 4 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-cityofdoral,mun-city-of-doral,The City of Doral,special_district,miami-dade,opengov,https://procurement.opengov.com/portal/cityofdoral,https://api.procurement.opengov.com/api/v1/government/cityofdoral/project/public,opengov,yes,true,verified,"OpenGov tenant code=cityofdoral. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 33 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-brevardschools,sch-brevard-county-school-district,"The School Board of Brevard County, Florida",school_district,brevard,opengov,https://procurement.opengov.com/portal/brevardschools,https://api.procurement.opengov.com/api/v1/government/brevardschools/project/public,opengov,yes,true,verified,"OpenGov tenant code=brevardschools. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 46 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-townofbelleair,mun-town-of-belleair,Town of Belleair,municipality,pinellas,opengov,https://procurement.opengov.com/portal/townofbelleair,https://api.procurement.opengov.com/api/v1/government/townofbelleair/project/public,opengov,yes,true,verified,"OpenGov tenant code=townofbelleair. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 0 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-davie-fl,mun-town-of-davie,Town of Davie,municipality,broward,opengov,https://procurement.opengov.com/portal/davie-fl,https://api.procurement.opengov.com/api/v1/government/davie-fl/project/public,opengov,yes,true,verified,"OpenGov tenant code=davie-fl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 157 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-districtgov,,"Villages Community Development Districts, FL",special_district,the-villages,opengov,https://procurement.opengov.com/portal/districtgov,https://api.procurement.opengov.com/api/v1/government/districtgov/project/public,opengov,yes,true,verified,"OpenGov tenant code=districtgov. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 45 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-vcso,,Volusia Sheriff's Office,constitutional_officer,deland,opengov,https://procurement.opengov.com/portal/vcso,https://api.procurement.opengov.com/api/v1/government/vcso/project/public,opengov,yes,true,verified,"OpenGov tenant code=vcso. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 1 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
og-waltoncountyfl,co-walton-county,Walton County,county,walton,opengov,https://procurement.opengov.com/portal/waltoncountyfl,https://api.procurement.opengov.com/api/v1/government/waltoncountyfl/project/public,opengov,yes,true,verified,"OpenGov tenant code=waltoncountyfl. VERIFIED 2026-08-06: POST {""limit"":100,""page"":0,""sortField"":""releaseProjectDate"",""sortDirection"":""DESC""} to api_url returns HTTP 200 with 98 total projects. Detail: GET https://api.procurement.opengov.com/api/v1/project/{id} returns presigned S3 attachment URLs (bid packets download anonymously). Send Content-Type: application/json + browser UA + Origin: https://procurement.opengov.com. Do NOT scrape procurement.opengov.com/portal/* - Cloudflare-challenged; use the API host."
bonfire-broward,co-broward-county,Broward County (BPRO Electronic Procurement System),county,broward,bonfire,https://broward.bonfirehub.com/portal/?tab=openOpportunities,https://broward.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=BPRO Electronic Procurement System; open_opportunities=16
bonfire-dadeschools,sch-miami-dade-county-school-district,Miami-Dade County Public School District,school_district,miami-dade,bonfire,https://dadeschools.bonfirehub.com/portal/?tab=openOpportunities,https://dadeschools.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Miami-Dade County Public School District; open_opportunities=unknown (newer portal build: legacy getOpenPublicOpportunitiesSectionData returns success:0)
bonfire-erau,,Embry-Riddle Aeronautical University,higher_ed,volusia,bonfire,https://erau.bonfirehub.com/portal/?tab=openOpportunities,https://erau.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Embry-Riddle Aeronautical University; open_opportunities=0
bonfire-famu,he-florida-agricultural-and-mechanical-university,Florida A&M University,higher_ed,leon,bonfire,https://famu.bonfirehub.com/portal/?tab=openOpportunities,https://famu.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Florida A&M University; open_opportunities=2
bonfire-fau,he-florida-atlantic-university,Florida Atlantic University,higher_ed,palm-beach,bonfire,https://fau.bonfirehub.com/portal/?tab=openOpportunities,https://fau.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Florida Atlantic University; open_opportunities=1
bonfire-fgcu,he-florida-gulf-coast-university,Florida Gulf Coast University,higher_ed,lee,bonfire,https://fgcu.bonfirehub.com/portal/?tab=openOpportunities,https://fgcu.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Florida Gulf Coast University; open_opportunities=2
bonfire-floridapoly,he-florida-polytechnic-university,Florida Polytechnic University,higher_ed,polk,bonfire,https://floridapoly.bonfirehub.com/portal/?tab=openOpportunities,https://floridapoly.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Florida Polytechnic University; open_opportunities=0
bonfire-gohart,sd-hillsborough-transit-authority,Hillsborough Transit Authority (HART),special_district,hillsborough,bonfire,https://gohart.bonfirehub.com/portal/?tab=openOpportunities,https://gohart.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Hillsborough Transit Authority; open_opportunities=1
bonfire-hillsboroughcounty,co-hillsborough-county,Hillsborough County,county,hillsborough,bonfire,https://hillsboroughcounty.bonfirehub.com/portal/?tab=openOpportunities,https://hillsboroughcounty.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Hillsborough County; open_opportunities=24
bonfire-indianriver,co-indian-river-county,Indian River County,county,indian-river,bonfire,https://indianriver.bonfirehub.com/portal/?tab=openOpportunities,https://indianriver.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Indian River County; open_opportunities=7
bonfire-jaxport,sd-jacksonville-port-authority,Jacksonville Port Authority (JAXPORT),special_district,duval,bonfire,https://jaxport.bonfirehub.com/portal/?tab=openOpportunities,https://jaxport.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=JAXPORT; open_opportunities=0
bonfire-keybiscayne,mun-village-of-key-biscayne,Village of Key Biscayne,municipality,miami-dade,bonfire,https://keybiscayne.bonfirehub.com/portal/?tab=openOpportunities,https://keybiscayne.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,"VERIFIED live Bonfire tenant; portal title=Village of Key Biscayne, FL; open_opportunities=0"
bonfire-leeschools,sch-lee-county-school-district,School District of Lee County,school_district,lee,bonfire,https://leeschools.bonfirehub.com/portal/?tab=openOpportunities,https://leeschools.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=The School District of Lee County; open_opportunities=2
bonfire-levycounty,co-levy-county,Levy County,county,levy,bonfire,https://levycounty.bonfirehub.com/portal/?tab=openOpportunities,https://levycounty.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,"VERIFIED live Bonfire tenant; portal title=Levy County, FL; open_opportunities=unknown (newer portal build: legacy getOpenPublicOpportunitiesSectionData returns success:0)"
bonfire-marionfl,co-marion-county,Marion County,county,marion,bonfire,https://marionfl.bonfirehub.com/portal/?tab=openOpportunities,https://marionfl.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,"VERIFIED live Bonfire tenant; portal title=Marion County, FL; open_opportunities=9"
bonfire-monroecounty-fl,co-monroe-county,Monroe County,county,monroe,bonfire,https://monroecounty-fl.bonfirehub.com/portal/?tab=openOpportunities,https://monroecounty-fl.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,"VERIFIED live Bonfire tenant; portal title=Monroe County, FL; open_opportunities=5"
bonfire-ocoee,mun-city-of-ocoee,City of Ocoee,municipality,orange,bonfire,https://ocoee.bonfirehub.com/portal/?tab=openOpportunities,https://ocoee.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,"VERIFIED live Bonfire tenant; portal title=City of Ocoee, Florida; open_opportunities=2"
bonfire-panamacity,mun-city-of-panama-city,City of Panama City,municipality,bay,bonfire,https://panamacity.bonfirehub.com/portal/?tab=openOpportunities,https://panamacity.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=City of Panama City; open_opportunities=2
bonfire-pascocountyfl,co-pasco-county,Pasco County,county,pasco,bonfire,https://pascocountyfl.bonfirehub.com/portal/?tab=openOpportunities,https://pascocountyfl.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Pasco County; open_opportunities=8
bonfire-plantation,mun-city-of-plantation,City of Plantation,municipality,broward,bonfire,https://plantation.bonfirehub.com/portal/?tab=openOpportunities,https://plantation.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=City of Plantation; open_opportunities=0
bonfire-psta,sd-pinellas-suncoast-transit-authority,Pinellas Suncoast Transit Authority,special_district,pinellas,bonfire,https://psta.bonfirehub.com/portal/?tab=openOpportunities,https://psta.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Pinellas Suncoast Transit Authority; open_opportunities=5
bonfire-stlucieschools,sch-st-lucie-county-school-district,St. Lucie County School District,school_district,st-lucie,bonfire,https://stlucieschools.bonfirehub.com/portal/?tab=openOpportunities,https://stlucieschools.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=St. Lucie School District; open_opportunities=1
bonfire-suwanneecountyfl,co-suwannee-county,Suwannee County,county,suwannee,bonfire,https://suwanneecountyfl.bonfirehub.com/portal/?tab=openOpportunities,https://suwanneecountyfl.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Suwannee County; open_opportunities=1
bonfire-swa,sd-solid-waste-authority-of-palm-beach-county,Solid Waste Authority of Palm Beach County,special_district,palm-beach,bonfire,https://swa.bonfirehub.com/portal/?tab=openOpportunities,https://swa.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Solid Waste Authority of Palm Beach County; open_opportunities=0
bonfire-talgov,mun-city-of-tallahassee,City of Tallahassee,municipality,leon,bonfire,https://talgov.bonfirehub.com/portal/?tab=openOpportunities,https://talgov.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=City of Tallahassee; open_opportunities=8
bonfire-townofpalmbeach,mun-town-of-palm-beach,Town of Palm Beach,municipality,palm-beach,bonfire,https://townofpalmbeach.bonfirehub.com/portal/?tab=openOpportunities,https://townofpalmbeach.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=Town Of Palm Beach; open_opportunities=3
bonfire-tri-rail,sd-south-florida-regional-transportation-authority,South Florida Regional Transportation Authority (Tri-Rail),special_district,broward,bonfire,https://tri-rail.bonfirehub.com/portal/?tab=openOpportunities,https://tri-rail.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=South Florida Regional Transportation Authority; open_opportunities=1
bonfire-ucf,he-university-of-central-florida,University of Central Florida,higher_ed,orange,bonfire,https://ucf.bonfirehub.com/portal/?tab=openOpportunities,https://ucf.bonfirehub.com/PublicPortal/getOpenPublicOpportunitiesSectionData,bonfire,yes,true,verified,VERIFIED live Bonfire tenant; portal title=University of Central Florida; open_opportunities=3
vr-central-florida-expressway-authority,sd-central-florida-expressway-authority,Central Florida Expressway Authority,special_district,orange,vendor_registry,https://vrapp.vendorregistry.com/Bids/View/BidsList?BuyerId=7fa678ed-767c-46f1-b88f-2fe8e4853ecc,,vendor_registry,partial,true,verified,Vendor Registry BuyerId=7fa678ed-767c-46f1-b88f-2fe8e4853ecc; verified HTTP 200 with agency-named title
vr-okeechobee-county,co-okeechobee-county,Okeechobee County,county,okeechobee,vendor_registry,https://vrapp.vendorregistry.com/Bids/View/BidsList?BuyerId=e0c9e138-531c-43ed-bb52-97aa049ceb72,,vendor_registry,partial,true,verified,Vendor Registry BuyerId=e0c9e138-531c-43ed-bb52-97aa049ceb72; verified HTTP 200 with agency-named title
vr-santa-rosa-county,co-santa-rosa-county,Santa Rosa County,county,santa-rosa,vendor_registry,https://vrapp.vendorregistry.com/Bids/View/BidsList?BuyerId=2a63b069-a1a0-47e8-9417-6007f31792d0,,vendor_registry,partial,true,verified,Vendor Registry BuyerId=2a63b069-a1a0-47e8-9417-6007f31792d0; verified HTTP 200 with agency-named title
pp-flhsmv,st-department-of-highway-safety-and-motor-vehicles-hsmv,Florida Department of Highway Safety and Motor Vehicles (FLHSMV),state,statewide,publicpurchase,"https://www.publicpurchase.com/gems/flhsmv,fl/buyer/public/home",,publicpurchase,partial,true,verified,Public Purchase GEMS buyer page; free vendor account required to download docs
pp-lynx,sd-central-florida-regional-transportation-authority,Central Florida Regional Transportation Authority (LYNX),special_district,orange,publicpurchase,"https://www.publicpurchase.com/gems/lynx,fl/buyer/public/home",,publicpurchase,partial,true,verified,Public Purchase GEMS buyer page; free vendor account required to download docs
pp-coralgables,mun-city-of-coral-gables,City of Coral Gables,municipality,miami-dade,publicpurchase,"https://www.publicpurchase.com/gems/coralgables,fl/buyer/public/home",,publicpurchase,partial,true,verified,Public Purchase GEMS buyer page; free vendor account required to download docs
miamidade-peoplesoft,co-miami-dade-county,Miami-Dade County (Supplier Portal),county,miami-dade,peoplesoft,https://supplier.miamidade.gov/psc/EXTSUPP/SUPPLIER/ERP/c/SCP_PUBLIC_MENU_FL.SCP_PUB_BID_CMP_FL.GBL,,peoplesoft,partial,true,verified,Oracle PeopleSoft SCP public bid list; HTTP 200 verified
coralgables-infor,mun-city-of-coral-gables,City of Coral Gables (Infor CloudSuite),municipality,miami-dade,infor_fsm,https://sms-coralgables-prd.inforcloudsuite.com/fsm/SupplyManagementSupplier/page/EventPage?csk_SupplierGroup=cocg&menu=XiSupplierHome.EventListings,,infor,no,true,probable,SupplierGroup=cocg; URL taken from coralgables.com Supplier Services page; returns HTTP 302 to login (auth required)
unf-jaggaer,he-university-of-north-florida,University of North Florida,higher_ed,duval,jaggaer,https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UNF,,jaggaer,yes,true,verified,JAGGAER/SciQuest public event router; HTTP 200 verified
fdot-lettings,,Florida Department of Transportation - Construction Lettings,state,statewide,fdot_letting,https://bidletting.fdot.gov/LettingResults?districtID=99,,fdot_letting,yes,true,verified,districtID=99 = all districts; separate from MFMP (construction lettings are not advertised in VIP)
facts-contracts,,Florida Accountability Contract Tracking System (FACTS),state,statewide,facts,https://facts.fldfs.com/Search/ContractSearch.aspx,,facts,yes,true,verified,"FL DFS contract/award transparency system - awards & contracts, not open solicitations; useful for incumbent intel"
sam-gov-fl,,"SAM.gov Contract Opportunities (federal, Florida place-of-performance)",federal,statewide,sam_gov,https://sam.gov/search/?index=opp,https://api.sam.gov/opportunities/v2/search,sam_gov,yes,true,verified,Requires free api_key query parameter; unauthenticated call returns HTTP 404. Filter state=FL
flsheriffs-rss,,Florida Sheriffs Association Cooperative Purchasing Program,state,statewide,html_custom,https://flsheriffs.org/purchasingprogram/,https://flsheriffs.org/purchasingprogram/feed/,flsheriffs_rss,yes,true,verified,"WordPress RSS feed, HTTP 200 application/rss+xml verified"
